Date,Hour,City,Solar_MW,Wind_MW
2025-02-01,23,Guwahati,0.0,0.092
2025-02-01,0,Kolkata,0.005,0.239
2025-02-01,1,Kolkata,0.013,0.446
2025-02-01,2,Kolkata,0.029,0.374
2025-02-01,3,Kolkata,0.054,0.295
2025-02-01,4,Kolkata,0.082,0.408
2025-02-01,5,Kolkata,0.101,0.374
2025-02-01,6,Kolkata,0.101,0.545
2025-02-01,7,Kolkata,0.082,0.587
2025-02-01,8,Kolkata,0.054,0.25
2025-02-01,9,Kolkata,0.029,0.199
2025-02-01,10,Kolkata,0.013,0.198
2025-02-01,11,Kolkata,0.005,0.652
2025-02-01,12,Kolkata,0.0,0.62
2025-02-01,13,Kolkata,0.0,0.354
2025-02-01,14,Kolkata,0.0,0.212
2025-02-01,15,Kolkata,0.0,0.301
2025-02-01,16,Kolkata,0.0,0.554
2025-02-01,17,Kolkata,0.0,0.337
2025-02-01,18,Kolkata,0.0,0.273
2025-02-01,19,Kolkata,0.0,0.433
2025-02-01,20,Kolkata,0.0,0.362
2025-02-01,21,Kolkata,0.0,0.185
2025-02-01,22,Kolkata,0.0,0.343
2025-02-01,23,Kolkata,0.0,0.229
2025-02-01,0,Rewa,0.0,0.479
2025-02-01,1,Rewa,0.007,0.853
2025-02-01,2,Rewa,0.019,0.725
2025-02-01,3,Rewa,0.044,0.582
2025-02-01,4,Rewa,0.082,0.786
2025-02-01,5,Rewa,0.124,0.725
2025-02-01,6,Rewa,0.153,1.028
2025-02-01,7,Rewa,0.153,1.103
2025-02-01,8,Rewa,0.124,0.499
2025-02-01,9,Rewa,0.082,0.405
2025-02-01,10,Rewa,0.044,0.404
2025-02-01,11,Rewa,0.019,1.217
2025-02-01,12,Rewa,0.007,1.161
2025-02-01,13,Rewa,0.0,0.688
2025-02-01,14,Rewa,0.0,0.429
2025-02-01,15,Rewa,0.0,0.593
2025-02-01,16,Rewa,0.0,1.044
2025-02-01,17,Rewa,0.0,0.658
2025-02-01,18,Rewa,0.0,0.541
2025-02-01,19,Rewa,0.0,0.831
2025-02-01,20,Rewa,0.0,0.702
2025-02-01,21,Rewa,0.0,0.38
2025-02-01,22,Rewa,0.0,0.669
2025-02-01,23,Rewa,0.0,0.462
2025-02-01,0,Ahmedabad,0.0,0.557
2025-02-01,1,Ahmedabad,0.007,0.984
2025-02-01,2,Ahmedabad,0.021,0.838
2025-02-01,3,Ahmedabad,0.047,0.675
2025-02-01,4,Ahmedabad,0.088,0.907
2025-02-01,5,Ahmedabad,0.133,0.838
2025-02-01,6,Ahmedabad,0.163,1.183
2025-02-01,7,Ahmedabad,0.163,1.267
2025-02-01,8,Ahmedabad,0.133,0.581
2025-02-01,9,Ahmedabad,0.088,0.473
2025-02-01,10,Ahmedabad,0.047,0.472
2025-02-01,11,Ahmedabad,0.021,1.397
2025-02-01,12,Ahmedabad,0.007,1.333
2025-02-01,13,Ahmedabad,0.0,0.796
2025-02-01,14,Ahmedabad,0.0,0.5
2025-02-01,15,Ahmedabad,0.0,0.688
2025-02-01,16,Ahmedabad,0.0,1.201
2025-02-01,17,Ahmedabad,0.0,0.761
2025-02-01,18,Ahmedabad,0.0,0.628
2025-02-01,19,Ahmedabad,0.0,0.959
2025-02-01,20,Ahmedabad,0.0,0.812
2025-02-01,21,Ahmedabad,0.0,0.444
2025-02-01,22,Ahmedabad,0.0,0.774
2025-02-01,23,Ahmedabad,0.0,0.538
2025-02-01,0,Bengaluru,0.0,2.0
2025-02-01,1,Bengaluru,0.009,2.0
2025-02-01,2,Bengaluru,0.025,2.0
2025-02-01,3,Bengaluru,0.057,2.0
2025-02-01,4,Bengaluru,0.107,2.0
2025-02-01,5,Bengaluru,0.161,2.0
2025-02-01,6,Bengaluru,0.198,2.0
2025-02-01,7,Bengaluru,0.198,2.0
2025-02-01,8,Bengaluru,0.161,2.0
2025-02-01,9,Bengaluru,0.107,1.769
2025-02-01,10,Bengaluru,0.057,1.764
2025-02-01,11,Bengaluru,0.025,2.0
2025-02-01,12,Bengaluru,0.009,2.0
2025-02-01,13,Bengaluru,0.0,2.0
2025-02-01,14,Bengaluru,0.0,1.858
2025-02-01,15,Bengaluru,0.0,2.0
2025-02-01,16,Bengaluru,0.0,2.0
2025-02-01,17,Bengaluru,0.0,2.0
2025-02-01,18,Bengaluru,0.0,2.0
2025-02-01,19,Bengaluru,0.0,2.0
2025-02-01,20,Bengaluru,0.0,2.0
2025-02-01,21,Bengaluru,0.0,1.674
2025-02-01,22,Bengaluru,0.0,2.0
2025-02-01,23,Bengaluru,0.0,1.979
2025-02-01,0,Delhi,0.0,2.0
2025-02-01,1,Delhi,0.006,2.0
2025-02-01,2,Delhi,0.016,2.0
2025-02-01,3,Delhi,0.038,2.0
2025-02-01,4,Delhi,0.07,2.0
2025-02-01,5,Delhi,0.106,2.0
2025-02-01,6,Delhi,0.13,2.0
2025-02-01,7,Delhi,0.13,2.0
2025-02-01,8,Delhi,0.106,2.0
2025-02-01,9,Delhi,0.07,2.0
2025-02-01,10,Delhi,0.038,2.0
2025-02-01,11,Delhi,0.016,2.0
2025-02-01,12,Delhi,0.006,2.0
2025-02-01,13,Delhi,0.0,2.0
2025-02-01,14,Delhi,0.0,2.0
2025-02-01,15,Delhi,0.0,2.0
2025-02-01,16,Delhi,0.0,2.0
2025-02-01,17,Delhi,0.0,2.0
2025-02-01,18,Delhi,0.0,2.0
2025-02-01,19,Delhi,0.0,2.0
2025-02-01,20,Delhi,0.0,2.0
2025-02-01,21,Delhi,0.0,2.0
2025-02-01,22,Delhi,0.0,2.0
2025-02-01,23,Delhi,0.0,2.0
2025-02-01,0,Guwahati,0.005,0.096
2025-02-01,1,Guwahati,0.014,0.195
2025-02-01,2,Guwahati,0.033,0.16
2025-02-01,3,Guwahati,0.061,0.122
2025-02-01,4,Guwahati,0.093,0.176
2025-02-01,5,Guwahati,0.114,0.16
2025-02-01,6,Guwahati,0.114,0.243
2025-02-01,7,Guwahati,0.093,0.264
2025-02-01,8,Guwahati,0.061,0.101
2025-02-01,9,Guwahati,0.033,0.078
2025-02-01,10,Guwahati,0.014,0.078
2025-02-01,11,Guwahati,0.005,0.296
2025-02-01,12,Guwahati,0.0,0.28
2025-02-01,13,Guwahati,0.0,0.15
2025-02-01,14,Guwahati,0.0,0.084
2025-02-01,15,Guwahati,0.0,0.125
2025-02-01,16,Guwahati,0.0,0.247
2025-02-01,17,Guwahati,0.0,0.142
2025-02-01,18,Guwahati,0.0,0.112
2025-02-01,19,Guwahati,0.0,0.189
2025-02-01,20,Guwahati,0.0,0.154
2025-02-01,21,Guwahati,0.0,0.072
2025-02-01,22,Guwahati,0.0,0.145
2025-02-01,23,Guwahati,0.0,0.092
2025-02-01,0,Kolkata,0.005,0.239
2025-02-01,1,Kolkata,0.013,0.446
2025-02-01,2,Kolkata,0.029,0.374
2025-02-01,3,Kolkata,0.054,0.295
2025-02-01,4,Kolkata,0.082,0.408
2025-02-01,5,Kolkata,0.101,0.374
2025-02-01,6,Kolkata,0.101,0.545
2025-02-01,7,Kolkata,0.082,0.587
2025-02-01,8,Kolkata,0.054,0.25
2025-02-01,9,Kolkata,0.029,0.199
2025-02-01,10,Kolkata,0.013,0.198
2025-02-01,11,Kolkata,0.005,0.652
2025-02-01,12,Kolkata,0.0,0.62
2025-02-01,13,Kolkata,0.0,0.354
2025-02-01,14,Kolkata,0.0,0.212
2025-02-01,15,Kolkata,0.0,0.301
2025-02-01,16,Kolkata,0.0,0.554
2025-02-01,17,Kolkata,0.0,0.337
2025-02-01,18,Kolkata,0.0,0.273
2025-02-01,19,Kolkata,0.0,0.433
2025-02-01,20,Kolkata,0.0,0.362
2025-02-01,21,Kolkata,0.0,0.185
2025-02-01,22,Kolkata,0.0,0.343
2025-02-01,23,Kolkata,0.0,0.229
2025-02-01,0,Rewa,0.0,0.479
2025-02-01,1,Rewa,0.007,0.853
2025-02-01,2,Rewa,0.019,0.725
2025-02-01,3,Rewa,0.044,0.582
2025-02-01,4,Rewa,0.082,0.786
2025-02-01,5,Rewa,0.124,0.725
2025-02-01,6,Rewa,0.153,1.028
2025-02-01,7,Rewa,0.153,1.103
2025-02-01,8,Rewa,0.124,0.499
2025-02-01,9,Rewa,0.082,0.405
2025-02-01,10,Rewa,0.044,0.404
2025-02-01,11,Rewa,0.019,1.217
2025-02-01,12,Rewa,0.007,1.161
2025-02-01,13,Rewa,0.0,0.688
2025-02-01,14,Rewa,0.0,0.429
2025-02-01,15,Rewa,0.0,0.593
2025-02-01,16,Rewa,0.0,1.044
2025-02-01,17,Rewa,0.0,0.658
2025-02-01,18,Rewa,0.0,0.541
2025-02-01,19,Rewa,0.0,0.831
2025-02-01,20,Rewa,0.0,0.702
2025-02-01,21,Rewa,0.0,0.38
2025-02-01,22,Rewa,0.0,0.669
2025-02-01,23,Rewa,0.0,0.462
2025-02-02,0,Ahmedabad,0.0,0.623
2025-02-02,1,Ahmedabad,0.007,0.321
2025-02-02,2,Ahmedabad,0.021,0.334
2025-02-02,3,Ahmedabad,0.048,0.553
2025-02-02,4,Ahmedabad,0.089,0.653
2025-02-02,5,Ahmedabad,0.134,0.803
2025-02-02,6,Ahmedabad,0.165,0.673
2025-02-02,7,Ahmedabad,0.165,1.563
2025-02-02,8,Ahmedabad,0.134,0.689
2025-02-02,9,Ahmedabad,0.089,0.861
2025-02-02,10,Ahmedabad,0.048,0.65
2025-02-02,11,Ahmedabad,0.021,0.535
2025-02-02,12,Ahmedabad,0.007,0.714
2025-02-02,13,Ahmedabad,0.0,1.103
2025-02-02,14,Ahmedabad,0.0,0.427
2025-02-02,15,Ahmedabad,0.0,0.222
2025-02-02,16,Ahmedabad,0.0,0.458
2025-02-02,17,Ahmedabad,0.0,1.017
2025-02-02,18,Ahmedabad,0.0,0.447
2025-02-02,19,Ahmedabad,0.0,0.834
2025-02-02,20,Ahmedabad,0.0,1.329
2025-02-02,21,Ahmedabad,0.0,0.961
2025-02-02,22,Ahmedabad,0.0,0.246
2025-02-02,23,Ahmedabad,0.0,0.83
2025-02-02,0,Bengaluru,0.0,1.815
2025-02-02,1,Bengaluru,0.009,1.007
2025-02-02,2,Bengaluru,0.026,1.042
2025-02-02,3,Bengaluru,0.061,1.632
2025-02-02,4,Bengaluru,0.112,1.894
2025-02-02,5,Bengaluru,0.17,2.0
2025-02-02,6,Bengaluru,0.209,1.947
2025-02-02,7,Bengaluru,0.209,2.0
2025-02-02,8,Bengaluru,0.17,1.989
2025-02-02,9,Bengaluru,0.112,2.0
2025-02-02,10,Bengaluru,0.061,1.887
2025-02-02,11,Bengaluru,0.026,1.585
2025-02-02,12,Bengaluru,0.009,2.0
2025-02-02,13,Bengaluru,0.0,2.0
2025-02-02,14,Bengaluru,0.0,1.296
2025-02-02,15,Bengaluru,0.0,0.73
2025-02-02,16,Bengaluru,0.0,1.378
2025-02-02,17,Bengaluru,0.0,2.0
2025-02-02,18,Bengaluru,0.0,1.347
2025-02-02,19,Bengaluru,0.0,2.0
2025-02-02,20,Bengaluru,0.0,2.0
2025-02-02,21,Bengaluru,0.0,2.0
2025-02-02,22,Bengaluru,0.0,0.798
2025-02-02,23,Bengaluru,0.0,2.0
2025-02-02,0,Delhi,0.0,1.373
2025-02-02,1,Delhi,0.006,0.749
2025-02-02,2,Delhi,0.017,0.776
2025-02-02,3,Delhi,0.039,1.231
2025-02-02,4,Delhi,0.073,1.434
2025-02-02,5,Delhi,0.111,1.738
2025-02-02,6,Delhi,0.136,1.475
2025-02-02,7,Delhi,0.136,2.0
2025-02-02,8,Delhi,0.111,1.507
2025-02-02,9,Delhi,0.073,1.855
2025-02-02,10,Delhi,0.039,1.429
2025-02-02,11,Delhi,0.017,1.194
2025-02-02,12,Delhi,0.006,1.558
2025-02-02,13,Delhi,0.0,2.0
2025-02-02,14,Delhi,0.0,0.971
2025-02-02,15,Delhi,0.0,0.537
2025-02-02,16,Delhi,0.0,1.035
2025-02-02,17,Delhi,0.0,2.0
2025-02-02,18,Delhi,0.0,1.011
2025-02-02,19,Delhi,0.0,1.799
2025-02-02,20,Delhi,0.0,2.0
2025-02-02,21,Delhi,0.0,2.0
2025-02-02,22,Delhi,0.0,0.589
2025-02-02,23,Delhi,0.0,1.793
2025-02-02,0,Guwahati,0.005,0.538
2025-02-02,1,Guwahati,0.015,0.274
2025-02-02,2,Guwahati,0.034,0.285
2025-02-02,3,Guwahati,0.063,0.477
2025-02-02,4,Guwahati,0.095,0.564
2025-02-02,5,Guwahati,0.117,0.696
2025-02-02,6,Guwahati,0.117,0.582
2025-02-02,7,Guwahati,0.095,1.368
2025-02-02,8,Guwahati,0.063,0.596
2025-02-02,9,Guwahati,0.034,0.748
2025-02-02,10,Guwahati,0.015,0.562
2025-02-02,11,Guwahati,0.005,0.461
2025-02-02,12,Guwahati,0.0,0.618
2025-02-02,13,Guwahati,0.0,0.961
2025-02-02,14,Guwahati,0.0,0.367
2025-02-02,15,Guwahati,0.0,0.188
2025-02-02,16,Guwahati,0.0,0.393
2025-02-02,17,Guwahati,0.0,0.885
2025-02-02,18,Guwahati,0.0,0.383
2025-02-02,19,Guwahati,0.0,0.723
2025-02-02,20,Guwahati,0.0,1.161
2025-02-02,21,Guwahati,0.0,0.836
2025-02-02,22,Guwahati,0.0,0.209
2025-02-02,23,Guwahati,0.0,0.721
2025-02-02,0,Kolkata,0.005,0.276
2025-02-02,1,Kolkata,0.014,0.132
2025-02-02,2,Kolkata,0.031,0.138
2025-02-02,3,Kolkata,0.058,0.242
2025-02-02,4,Kolkata,0.087,0.29
2025-02-02,5,Kolkata,0.107,0.364
2025-02-02,6,Kolkata,0.107,0.3
2025-02-02,7,Kolkata,0.087,0.749
2025-02-02,8,Kolkata,0.058,0.308
2025-02-02,9,Kolkata,0.031,0.393
2025-02-02,10,Kolkata,0.014,0.289
2025-02-02,11,Kolkata,0.005,0.233
2025-02-02,12,Kolkata,0.0,0.32
2025-02-02,13,Kolkata,0.0,0.515
2025-02-02,14,Kolkata,0.0,0.181
2025-02-02,15,Kolkata,0.0,0.086
2025-02-02,16,Kolkata,0.0,0.196
2025-02-02,17,Kolkata,0.0,0.471
2025-02-02,18,Kolkata,0.0,0.19
2025-02-02,19,Kolkata,0.0,0.379
2025-02-02,20,Kolkata,0.0,0.629
2025-02-02,21,Kolkata,0.0,0.443
2025-02-02,22,Kolkata,0.0,0.097
2025-02-02,23,Kolkata,0.0,0.378
2025-02-02,0,Rewa,0.0,1.275
2025-02-02,1,Rewa,0.007,0.693
2025-02-02,2,Rewa,0.02,0.718
2025-02-02,3,Rewa,0.045,1.142
2025-02-02,4,Rewa,0.083,1.332
2025-02-02,5,Rewa,0.126,1.616
2025-02-02,6,Rewa,0.154,1.37
2025-02-02,7,Rewa,0.154,2.0
2025-02-02,8,Rewa,0.126,1.401
2025-02-02,9,Rewa,0.083,1.726
2025-02-02,10,Rewa,0.045,1.327
2025-02-02,11,Rewa,0.02,1.108
2025-02-02,12,Rewa,0.007,1.448
2025-02-02,13,Rewa,0.0,2.0
2025-02-02,14,Rewa,0.0,0.9
2025-02-02,15,Rewa,0.0,0.495
2025-02-02,16,Rewa,0.0,0.959
2025-02-02,17,Rewa,0.0,2.0
2025-02-02,18,Rewa,0.0,0.937
2025-02-02,19,Rewa,0.0,1.674
2025-02-02,20,Rewa,0.0,2.0
2025-02-02,21,Rewa,0.0,1.912
2025-02-02,22,Rewa,0.0,0.543
2025-02-02,23,Rewa,0.0,1.668
2025-02-02,0,Ahmedabad,0.0,0.623
2025-02-02,1,Ahmedabad,0.007,0.321
2025-02-02,2,Ahmedabad,0.021,0.334
2025-02-02,3,Ahmedabad,0.048,0.553
2025-02-02,4,Ahmedabad,0.089,0.653
2025-02-02,5,Ahmedabad,0.134,0.803
2025-02-02,6,Ahmedabad,0.165,0.673
2025-02-02,7,Ahmedabad,0.165,1.563
2025-02-02,8,Ahmedabad,0.134,0.689
2025-02-02,9,Ahmedabad,0.089,0.861
2025-02-02,10,Ahmedabad,0.048,0.65
2025-02-02,11,Ahmedabad,0.021,0.535
2025-02-02,12,Ahmedabad,0.007,0.714
2025-02-02,13,Ahmedabad,0.0,1.103
2025-02-02,14,Ahmedabad,0.0,0.427
2025-02-02,15,Ahmedabad,0.0,0.222
2025-02-02,16,Ahmedabad,0.0,0.458
2025-02-02,17,Ahmedabad,0.0,1.017
2025-02-02,18,Ahmedabad,0.0,0.447
2025-02-02,19,Ahmedabad,0.0,0.834
2025-02-02,20,Ahmedabad,0.0,1.329
2025-02-02,21,Ahmedabad,0.0,0.961
2025-02-02,22,Ahmedabad,0.0,0.246
2025-02-02,23,Ahmedabad,0.0,0.83
2025-02-02,0,Bengaluru,0.0,1.815
2025-02-02,1,Bengaluru,0.009,1.007
2025-02-02,2,Bengaluru,0.026,1.042
2025-02-02,3,Bengaluru,0.061,1.632
2025-02-02,4,Bengaluru,0.112,1.894
2025-02-02,5,Bengaluru,0.17,2.0
2025-02-02,6,Bengaluru,0.209,1.947
2025-02-02,7,Bengaluru,0.209,2.0
2025-02-02,8,Bengaluru,0.17,1.989
2025-02-02,9,Bengaluru,0.112,2.0
2025-02-02,10,Bengaluru,0.061,1.887
2025-02-02,11,Bengaluru,0.026,1.585
2025-02-02,12,Bengaluru,0.009,2.0
2025-02-02,13,Bengaluru,0.0,2.0
2025-02-02,14,Bengaluru,0.0,1.296
2025-02-02,15,Bengaluru,0.0,0.73
2025-02-02,16,Bengaluru,0.0,1.378
2025-02-02,17,Bengaluru,0.0,2.0
2025-02-02,18,Bengaluru,0.0,1.347
2025-02-02,19,Bengaluru,0.0,2.0
2025-02-02,20,Bengaluru,0.0,2.0
2025-02-02,21,Bengaluru,0.0,2.0
2025-02-02,22,Bengaluru,0.0,0.798
2025-02-02,23,Bengaluru,0.0,2.0
2025-02-02,0,Delhi,0.0,1.373
2025-02-02,1,Delhi,0.006,0.749
2025-02-02,2,Delhi,0.017,0.776
2025-02-02,3,Delhi,0.039,1.231
2025-02-02,4,Delhi,0.073,1.434
2025-02-02,5,Delhi,0.111,1.738
2025-02-02,6,Delhi,0.136,1.475
2025-02-02,7,Delhi,0.136,2.0
2025-02-02,8,Delhi,0.111,1.507
2025-02-02,9,Delhi,0.073,1.855
2025-02-02,10,Delhi,0.039,1.429
2025-02-02,11,Delhi,0.017,1.194
2025-02-02,12,Delhi,0.006,1.558
2025-02-02,13,Delhi,0.0,2.0
2025-02-02,14,Delhi,0.0,0.971
2025-02-02,15,Delhi,0.0,0.537
2025-02-02,16,Delhi,0.0,1.035
2025-02-02,17,Delhi,0.0,2.0
2025-02-02,18,Delhi,0.0,1.011
2025-02-02,19,Delhi,0.0,1.799
2025-02-02,20,Delhi,0.0,2.0
2025-02-02,21,Delhi,0.0,2.0
2025-02-02,22,Delhi,0.0,0.589
2025-02-02,23,Delhi,0.0,1.793
2025-02-02,0,Guwahati,0.005,0.538
2025-02-02,1,Guwahati,0.015,0.274
2025-02-02,2,Guwahati,0.034,0.285
2025-02-02,3,Guwahati,0.063,0.477
2025-02-02,4,Guwahati,0.095,0.564
2025-02-02,5,Guwahati,0.117,0.696
2025-02-02,6,Guwahati,0.117,0.582
2025-02-02,7,Guwahati,0.095,1.368
2025-02-02,8,Guwahati,0.063,0.596
2025-02-02,9,Guwahati,0.034,0.748
2025-02-02,10,Guwahati,0.015,0.562
2025-02-02,11,Guwahati,0.005,0.461
2025-02-02,12,Guwahati,0.0,0.618
2025-02-02,13,Guwahati,0.0,0.961
2025-02-02,14,Guwahati,0.0,0.367
2025-02-02,15,Guwahati,0.0,0.188
2025-02-02,16,Guwahati,0.0,0.393
2025-02-02,17,Guwahati,0.0,0.885
2025-02-02,18,Guwahati,0.0,0.383
2025-02-02,19,Guwahati,0.0,0.723
2025-02-02,20,Guwahati,0.0,1.161
2025-02-02,21,Guwahati,0.0,0.836
2025-02-02,22,Guwahati,0.0,0.209
2025-02-02,23,Guwahati,0.0,0.721
2025-02-02,0,Kolkata,0.005,0.276
2025-02-02,1,Kolkata,0.014,0.132
2025-02-02,2,Kolkata,0.031,0.138
2025-02-02,3,Kolkata,0.058,0.242
2025-02-02,4,Kolkata,0.087,0.29
2025-02-02,5,Kolkata,0.107,0.364
2025-02-02,6,Kolkata,0.107,0.3
2025-02-02,7,Kolkata,0.087,0.749
2025-02-02,8,Kolkata,0.058,0.308
2025-02-02,9,Kolkata,0.031,0.393
2025-02-02,10,Kolkata,0.014,0.289
2025-02-02,11,Kolkata,0.005,0.233
2025-02-02,12,Kolkata,0.0,0.32
2025-02-02,13,Kolkata,0.0,0.515
2025-02-02,14,Kolkata,0.0,0.181
2025-02-02,15,Kolkata,0.0,0.086
2025-02-02,16,Kolkata,0.0,0.196
2025-02-02,17,Kolkata,0.0,0.471
2025-02-02,18,Kolkata,0.0,0.19
2025-02-02,19,Kolkata,0.0,0.379
2025-02-02,20,Kolkata,0.0,0.629
2025-02-02,21,Kolkata,0.0,0.443
2025-02-02,22,Kolkata,0.0,0.097
2025-02-02,23,Kolkata,0.0,0.378
2025-02-02,0,Rewa,0.0,1.275
2025-02-02,1,Rewa,0.007,0.693
2025-02-02,2,Rewa,0.02,0.718
2025-02-02,3,Rewa,0.045,1.142
2025-02-02,4,Rewa,0.083,1.332
2025-02-02,5,Rewa,0.126,1.616
2025-02-02,6,Rewa,0.154,1.37
2025-02-02,7,Rewa,0.154,2.0
2025-02-02,8,Rewa,0.126,1.401
2025-02-02,9,Rewa,0.083,1.726
2025-02-02,10,Rewa,0.045,1.327
2025-02-02,11,Rewa,0.02,1.108
2025-02-02,12,Rewa,0.007,1.448
2025-02-02,13,Rewa,0.0,2.0
2025-02-02,14,Rewa,0.0,0.9
2025-02-02,15,Rewa,0.0,0.495
2025-02-02,16,Rewa,0.0,0.959
2025-02-02,17,Rewa,0.0,2.0
2025-02-02,18,Rewa,0.0,0.937
2025-02-02,19,Rewa,0.0,1.674
2025-02-02,20,Rewa,0.0,2.0
2025-02-02,21,Rewa,0.0,1.912
2025-02-02,22,Rewa,0.0,0.543
2025-02-02,23,Rewa,0.0,1.668
2025-02-03,0,Ahmedabad,0.0,0.51
2025-02-03,1,Ahmedabad,0.007,0.316
2025-02-03,2,Ahmedabad,0.02,0.199
2025-02-03,3,Ahmedabad,0.045,0.365
2025-02-03,4,Ahmedabad,0.084,0.386
2025-02-03,5,Ahmedabad,0.127,0.235
2025-02-03,6,Ahmedabad,0.156,0.52
2025-02-03,7,Ahmedabad,0.156,0.697
2025-02-03,8,Ahmedabad,0.127,0.565
2025-02-03,9,Ahmedabad,0.084,0.559
2025-02-03,10,Ahmedabad,0.045,0.635
2025-02-03,11,Ahmedabad,0.02,0.357
2025-02-03,12,Ahmedabad,0.007,0.323
2025-02-03,13,Ahmedabad,0.0,0.372
2025-02-03,14,Ahmedabad,0.0,0.409
2025-02-03,15,Ahmedabad,0.0,0.958
2025-02-03,16,Ahmedabad,0.0,0.141
2025-02-03,17,Ahmedabad,0.0,0.713
2025-02-03,18,Ahmedabad,0.0,0.215
2025-02-03,19,Ahmedabad,0.0,0.4
2025-02-03,20,Ahmedabad,0.0,0.469
2025-02-03,21,Ahmedabad,0.0,0.232
2025-02-03,22,Ahmedabad,0.0,0.456
2025-02-03,23,Ahmedabad,0.0,0.779
2025-02-03,0,Bengaluru,0.0,2.0
2025-02-03,1,Bengaluru,0.01,1.781
2025-02-03,2,Bengaluru,0.027,1.22
2025-02-03,3,Bengaluru,0.062,2.0
2025-02-03,4,Bengaluru,0.115,2.0
2025-02-03,5,Bengaluru,0.173,1.397
2025-02-03,6,Bengaluru,0.213,2.0
2025-02-03,7,Bengaluru,0.213,2.0
2025-02-03,8,Bengaluru,0.173,2.0
2025-02-03,9,Bengaluru,0.115,2.0
2025-02-03,10,Bengaluru,0.062,2.0
2025-02-03,11,Bengaluru,0.027,1.971
2025-02-03,12,Bengaluru,0.01,1.813
2025-02-03,13,Bengaluru,0.0,2.0
2025-02-03,14,Bengaluru,0.0,2.0
2025-02-03,15,Bengaluru,0.0,2.0
2025-02-03,16,Bengaluru,0.0,0.925
2025-02-03,17,Bengaluru,0.0,2.0
2025-02-03,18,Bengaluru,0.0,1.298
2025-02-03,19,Bengaluru,0.0,2.0
2025-02-03,20,Bengaluru,0.0,2.0
2025-02-03,21,Bengaluru,0.0,1.379
2025-02-03,22,Bengaluru,0.0,2.0
2025-02-03,23,Bengaluru,0.0,2.0
2025-02-03,0,Delhi,0.0,0.134
2025-02-03,1,Delhi,0.006,0.075
2025-02-03,2,Delhi,0.018,0.042
2025-02-03,3,Delhi,0.041,0.09
2025-02-03,4,Delhi,0.076,0.096
2025-02-03,5,Delhi,0.115,0.052
2025-02-03,6,Delhi,0.141,0.138
2025-02-03,7,Delhi,0.141,0.194
2025-02-03,8,Delhi,0.115,0.152
2025-02-03,9,Delhi,0.076,0.15
2025-02-03,10,Delhi,0.041,0.174
2025-02-03,11,Delhi,0.018,0.087
2025-02-03,12,Delhi,0.006,0.077
2025-02-03,13,Delhi,0.0,0.092
2025-02-03,14,Delhi,0.0,0.103
2025-02-03,15,Delhi,0.0,0.281
2025-02-03,16,Delhi,0.0,0.027
2025-02-03,17,Delhi,0.0,0.199
2025-02-03,18,Delhi,0.0,0.046
2025-02-03,19,Delhi,0.0,0.1
2025-02-03,20,Delhi,0.0,0.122
2025-02-03,21,Delhi,0.0,0.051
2025-02-03,22,Delhi,0.0,0.118
2025-02-03,23,Delhi,0.0,0.221
2025-02-03,0,Guwahati,0.004,0.362
2025-02-03,1,Guwahati,0.01,0.22
2025-02-03,2,Guwahati,0.023,0.135
2025-02-03,3,Guwahati,0.043,0.256
2025-02-03,4,Guwahati,0.065,0.271
2025-02-03,5,Guwahati,0.08,0.161
2025-02-03,6,Guwahati,0.08,0.37
2025-02-03,7,Guwahati,0.065,0.501
2025-02-03,8,Guwahati,0.043,0.403
2025-02-03,9,Guwahati,0.023,0.398
2025-02-03,10,Guwahati,0.01,0.455
2025-02-03,11,Guwahati,0.004,0.249
2025-02-03,12,Guwahati,0.0,0.225
2025-02-03,13,Guwahati,0.0,0.261
2025-02-03,14,Guwahati,0.0,0.288
2025-02-03,15,Guwahati,0.0,0.697
2025-02-03,16,Guwahati,0.0,0.094
2025-02-03,17,Guwahati,0.0,0.513
2025-02-03,18,Guwahati,0.0,0.147
2025-02-03,19,Guwahati,0.0,0.281
2025-02-03,20,Guwahati,0.0,0.332
2025-02-03,21,Guwahati,0.0,0.159
2025-02-03,22,Guwahati,0.0,0.323
2025-02-03,23,Guwahati,0.0,0.562
2025-02-03,0,Kolkata,0.006,0.51
2025-02-03,1,Kolkata,0.017,0.316
2025-02-03,2,Kolkata,0.039,0.199
2025-02-03,3,Kolkata,0.073,0.365
2025-02-03,4,Kolkata,0.11,0.386
2025-02-03,5,Kolkata,0.135,0.235
2025-02-03,6,Kolkata,0.135,0.52
2025-02-03,7,Kolkata,0.11,0.697
2025-02-03,8,Kolkata,0.073,0.565
2025-02-03,9,Kolkata,0.039,0.559
2025-02-03,10,Kolkata,0.017,0.635
2025-02-03,11,Kolkata,0.006,0.357
2025-02-03,12,Kolkata,0.0,0.323
2025-02-03,13,Kolkata,0.0,0.372
2025-02-03,14,Kolkata,0.0,0.409
2025-02-03,15,Kolkata,0.0,0.958
2025-02-03,16,Kolkata,0.0,0.141
2025-02-03,17,Kolkata,0.0,0.713
2025-02-03,18,Kolkata,0.0,0.215
2025-02-03,19,Kolkata,0.0,0.4
2025-02-03,20,Kolkata,0.0,0.469
2025-02-03,21,Kolkata,0.0,0.232
2025-02-03,22,Kolkata,0.0,0.456
2025-02-03,23,Kolkata,0.0,0.779
2025-02-03,0,Rewa,0.0,0.214
2025-02-03,1,Rewa,0.007,0.125
